#
#
# US Geological Survey
# retrieved: 2017-04-10 14:20:05 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#
#
# query started 2017-04-10 14:20:05 EDT
#
# there are 1549 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd
USGS	05422589	Duck Creek at Jersey Ridge Road at Davenport, IA	41.55114380	-90.54180220	F	NAD83
USGS	05422590	Pheasant Creek at Davenport, IA	41.56836605	-90.52291280	F	NAD83
USGS	05422600	Duck Creek at DC Golf Course at Davenport, IA	41.54614409	-90.52402370	S	NAD83
USGS	05422610	Duck Creek at Devils Glen Road at Bettendorf, IA	41.53336680	-90.48346650	F	NAD83
USGS	05422620	Mississippi River at Davenport, IA	41.52781065	-90.55013570	F	NAD83
USGS	05422640	McManus Creek at Davenport, IA	41.52586535	-90.62041600	F	NAD83
USGS	05422650	Black Hawk Ck Trib nr Floral Ln at Davenport, IA	41.50531008	-90.61874920	F	NAD83
USGS	05448090	Mississippi River below Davenport, IA	41.46253217	-90.66902840	U	NAD83
USGS	05448095	Mississippi River at Buffalo, IA	41.45444828	-90.72603040	5	NAD83
USGS	05448150	Pine Creek near Muscatine, IA	41.46752996	-90.86792340	F	NAD83
USGS	05448285	Eagle Lake Inlet near Britt, IA	43.10496108	-93.73077270	F	NAD83
USGS	05448290	Eagle Lake Outlet near Britt, IA	43.13801565	-93.73132860	F	NAD83
USGS	05448300	West Branch Iowa River near Britt, IA	43.10412788	-93.74716230	F	NAD83
USGS	05448400	West Main Drainage Ditch 1 and 2 near Britt, IA	43.10246170	-93.78466430	F	NAD83
USGS	05448450	West Branch Iowa River below Britt, IA	43.06718458	-93.75188440	F	NAD83
USGS	05448500	West Branch Iowa River near Klemme, IA	42.96513184	-93.70593700	S	NAD83
USGS	05448550	West Branch Iowa River near Goodell, IA	42.92302198	-93.68271350	F	NAD83
USGS	05448580	West Branch Iowa River at Belmond, IA	42.86080170	-93.61687700	F	NAD83
USGS	05448600	East Branch Iowa River above Hayfield, IA	43.15579260	-93.68938250	F	NAD83
USGS	05448700	East Branch Iowa River near Hayfield, IA	43.18051385	-93.65577020	F	NAD83
USGS	05448800	East Branch Iowa River at Garner, IA	43.10468260	-93.62243470	F	NAD83
USGS	05448900	East Branch Iowa River Tributary near Garner, IA	43.10496060	-93.65826960	F	NAD83
USGS	05448910	Unknown Trib to East Branch Iowa Riv at Garner, IA	43.09222220	-93.59361110	5	NAD83
USGS	05449000	East Branch Iowa River near Klemme, IA	43.00940780	-93.62798950	S	NAD83
USGS	05449180	East Branch Iowa River North of Belmond, IA	42.87774560	-93.61382150	F	NAD83
USGS	05449200	East Branch Iowa River at Belmond, IA	42.86330165	-93.61326580	F	NAD83
USGS	05449250	Iowa River at North Hwy 69 Bridge at Belmond, IA	42.85635745	-93.61687700	F	NAD83
USGS	05449260	Iowa River at South Hwy 69 Bridge at Belmond, IA	42.83969136	-93.61687690	F	NAD83
USGS	05449500	Iowa River near Rowan, IA	42.75994409	-93.62184890	S	NAD83
USGS	05449580	Drainage Ditch 5 near Galt, IA	42.67638889	-93.59833330	F	NAD83
USGS	05449600	Wheeler Creek near Rowan, IA	42.70080690	-93.55798600	S	NAD83
USGS	05449900	Iowa River near Popejoy, IA	42.58566667	-93.43586110	1	NAD83
USGS	05450000	Iowa River near Iowa Falls, IA	42.52220200	-93.27381460	F	NAD83
USGS	05450400	Iowa River at Steamboat Rock, IA	42.40775950	-93.07297909	F	NAD83
USGS	05451050	Iowa River North of Gifford, IA	42.31009476	-93.07581320	5	NAD83
USGS	05451070	South Fork Iowa River Headwaters nr Blairsburg, IA	42.50386110	-93.63697220	1	NAD83
USGS	05451072	South Fork Iowa Riv at 190th St nr Blairsburg, IA	42.51436110	-93.62911110	S	NAD83
USGS	05451075	South Fork Iowa Riv at 180th St nr Blairsburg, IA	42.52891667	-93.62430560	S	NAD83
USGS	05451078	South Fork Iowa Riv at 170th St nr Blairsburg, IA	42.54338889	-93.60963890	S	NAD83
USGS	05451080	South Fork Iowa River near Blairsburg, IA	42.54361110	-93.58944440	S	NAD83
USGS	05451100	South Fork Iowa River near Alden, IA	42.46664680	-93.45020770	F	NAD83
USGS	05451110	South Fork Iowa River near Buckeye, IA	42.44544444	-93.36516670	1	NAD83
USGS	05451112	South Fork Iowa River at H Avenue near Buckeye, IA	42.43616667	-93.34675000	1	NAD83
USGS	05451128	South Fork Iowa River near Hubbard, IA	42.36970518	-93.26131520	F	NAD83
USGS	05451130	South Fork Iowa River west of Eldora, IA	42.36581635	-93.23187020	F	NAD83
USGS	05451136	New York Branch at Xircus Avenue near Buckeye, IA	42.40194444	-93.52141670	1	NAD83
USGS	05451137	New York Branch at Ziegler Avenue near Buckeye, IA	42.40444444	-93.48236110	1	NAD83
USGS	05451138	New York Branch at Zublin Avenue near Buckeye, IA	42.39283330	-93.46269440	1	NAD83
USGS	05451139	New York Branch at County Hwy S21 near Buckeye, IA	42.39358330	-93.44436110	1	NAD83
USGS	05451140	Tipton Creek at D Avenue near Buckeye, IA	42.38802778	-93.42480560	1	NAD83
USGS	05451142	Tipton Creek at County Hwy S27 near Buckeye, IA	42.38069444	-93.38577780	1	NAD83
USGS	05451145	Tipton Creek near Hubbard, IA	42.33942780	-93.30965000	F	NAD83
USGS	05451148	Tipton Creek East of Hubbard, IA	42.31386110	-93.23188890	1	NAD83
USGS	05451150	Tipton Creek near New Providence, IA TC325	42.32812250	-93.19137000	5	NAD83
USGS	05451200	South Fork Iowa River near New Providence, IA	42.32359474	-93.16909200	F	NAD83
USGS	05451203	S Fork Iowa Riv blw Hwy S55 nr New Providence, IA	42.31997220	-93.16291670	S	NAD83
USGS	05451205	S Fork Iowa Riv abv R Avenue nr New Providence, IA	42.31705556	-93.15466670	S	NAD83
USGS	05451207	Unnamed Trib to SF Iowa Riv nr New Providence, IA	42.31519444	-93.15713890	S	NAD83
USGS	05451210	South Fork Iowa River NE of New Providence, IA	42.31508330	-93.15205560	S	NAD83
USGS	05451215	S Fork Iowa Riv blw R Avenue nr New Providence, IA	42.31330556	-93.14497220	S	NAD83
USGS	05451250	Beaver Creek near Eldora, IA	42.34633330	-93.12772220	1	NAD83
USGS	05451260	Beaver Creek at 250th Street near Eldora, IA	42.33891667	-93.12491670	1	NAD83
USGS	05451270	South Fork Iowa River near Eldora, IA	42.31165039	-93.11825810	F	NAD83
USGS	05451275	Iowa River near Gifford, IA	42.28109530	-93.07298000	F	NAD83
USGS	05451285	Iowa River near Liscomb, IA	42.18748556	-93.03742400	F	NAD83
USGS	0545129280	Honey Creek Tributary near Radcliffe, IA	42.32887210	-93.42465300	F	NAD83
USGS	05451300	Honey Creek near New Providence, IA	42.26665140	-93.18353700	F	NAD83
USGS	05451350	Honey Creek at Bangor, IA	42.16665255	-93.08353560	F	NAD83
USGS	05451400	Minerva Creek at Clemons, IA	42.13331967	-93.15020310	F	NAD83
USGS	05451425	South Minerva Creek at Clemons, IA	42.11250000	-93.15194440	S	NAD83
USGS	05451450	Minerva Creek near Clemons, IA	42.11665317	-93.08353540	F	NAD83
USGS	05451460	Iowa River at Marietta, IA	42.09193126	-93.00047830	F	NAD83
USGS	05451490	Iowa River at Water Plant at Marshalltown, IA	42.06082097	-92.91992200	F	NAD83
USGS	05451500	Iowa River at Marshalltown, IA	42.06582096	-92.90769970	F	NAD83
USGS	05451600	Linn Creek at Marshalltown, IA	42.03943240	-92.91131060	F	NAD83
USGS	05451650	South Timber Creek near Le Grand, IA	41.98332250	-92.83353150	F	NAD83
USGS	05451700	Timber Creek near Marshalltown, IA	42.00887760	-92.85242100	F	NAD83
USGS	05451750	Iowa River near Montour, IA	41.98549720	-92.69881110	1	NAD83
USGS	05451753	Onion Creek below U.S. Highway 30 near Montour, IA	41.99816667	-92.67130560	1	NAD83
USGS	0545175350	Onion Creek u/s of Meskwaki WWTP near Montour, IA	41.98944444	-92.67180560	1	NAD83
USGS	05451754	Onion Creek near Montour, IA	41.98555556	-92.67222220	1	NAD83
USGS	05451762	Raven Creek near Montour, IA	41.96466110	-92.67049170	1	NAD83
USGS	05451765	Cattail Creek near Tama, IA	41.97719444	-92.64364170	1	NAD83
USGS	05451770	Iowa River at County Highway E49 near Tama, IA	41.96425556	-92.63655000	1	NAD83
USGS	05451773	Bennett Creek near Tama, IA	41.95283889	-92.64936110	1	NAD83
USGS	05451785	Iowa Riv at Wetlands Reserve Property nr Tama, IA	41.95511389	-92.59747780	1	NAD83
USGS	05451787	Union Grove Lake Outlet near Garwin, IA	42.12508330	-92.71769440	1	NAD83
USGS	05451790	Deer Creek near Toledo, IA	42.01443529	-92.59019360	F	NAD83
USGS	05451800	Deer Creek at Toledo, IA	41.98332475	-92.58352629	F	NAD83
USGS	05451810	Iowa River at Tama, IA	41.95249200	-92.57685870	F	NAD83
USGS	05451820	Iowa River above Richland Creek near Tama, IA	41.93999340	-92.47907820	F	NAD83
USGS	05451900	Richland Creek near Haven, IA	41.89943868	-92.47435500	F	NAD83
USGS	05451910	Iowa River at Chelsea, Iowa	41.90580087	-92.39443700	5	NAD83
USGS	05451930	Salt Creek near Clutier, IA	42.04027109	-92.35657660	F	NAD83
USGS	05451950	East Branch Salt Creek near Clutier, IA	42.09415939	-92.34768760	F	NAD83
USGS	05451955	Stein Creek near Clutier, IA	42.07943800	-92.30018640	F	NAD83
USGS	05451960	East Branch Salt Creek near Elberon, IA	42.05749330	-92.33935400	F	NAD83
USGS	05452000	Salt Creek near Elberon, IA	41.96416188	-92.31324180	F	NAD83
USGS	05452020	Salt Creek at Belle Plaine, IA	41.89194148	-92.30018520	F	NAD83
USGS	05452200	Walnut Creek near Hartwick, IA	41.83499690	-92.38629700	F	NAD83
USGS	05452500	Iowa River near Belle Plaine, IA	41.85905556	-92.27791670	1	NAD83
USGS	05452600	Honey Creek at Koszta, IA	41.52639610	-92.20268100	F	NAD83
USGS	05452700	Bear Creek at Brooklyn, IA	41.74999780	-92.43351830	F	NAD83
USGS	05453000	Big Bear Creek at Ladora, IA	41.74944709	-92.18212670	F	NAD83
USGS	05453100	Iowa River at Marengo, IA	41.81272566	-92.06479200	S	NAD83
USGS	05453180	Iowa River below Amana, IA	41.77723030	-91.86406620	F	NAD83
USGS	05453200	Price Creek at Amana, IA	41.80500685	-91.87323360	F	NAD83
USGS	05453210	Mill Race at Amana, IA	41.79611840	-91.86517780	F	NAD83
USGS	05453400	Iowa River above Coralville, IA	41.78334570	-91.56683899	F	NAD83
USGS	05453430	North Fork Tributary to Mill Creek near Solon, IA	41.84001017	-91.50128370	F	NAD83
USGS	05453520	Iowa River below Coralville Dam nr Coralville, IA	41.71529327	-91.53016980	S	NAD83
USGS	05453600	Rapid Creek below Morse, IA	41.72916667	-91.42738890	1	NAD83
USGS	05453700	Rapid Creek Tributary No 4 near Oasis, IA	41.71473980	-91.41461090	F	NAD83
USGS	05453750	Rapid Creek Southwest of Morse, IA	41.72307250	-91.43794520	F	NAD83
USGS	05453850	Rapid Creek Tributary No 3 near Oasis, IA	41.70918360	-91.45405650	F	NAD83
USGS	05453900	Rapid Creek Tributary near Oasis, IA	41.68723980	-91.44377780	F	NAD83
USGS	05453950	Rapid Creek Tributary near Iowa City, IA	41.69890560	-91.47766800	F	NAD83
USGS	05454000	Rapid Creek near Iowa City, IA	41.70001650	-91.48766840	F	NAD83
USGS	05454050	Muddy Cr abv Trtmnt Effluent at North Liberty, IA	41.72388889	-91.59277780	S	NAD83
USGS	05454051	Muddy Cr at Trtmnt Effluent at North Liberty, IA	41.72361110	-91.59222220	S	NAD83
USGS	05454052	Muddy Cr blw Trtmnt Effluent at North Liberty, IA	41.72305556	-91.59111110	S	NAD83
USGS	05454090	Muddy Creek at Coralville, IA	41.70000000	-91.56277780	S	NAD83
USGS	05454130	Iowa Riv blw Iowa Riv Power Dam at Coralville, IA	41.67362690	-91.56497490	5	NAD83
USGS	05454180	Clear Creek Tributary near Williamsburg, IA	41.68778619	-91.95073310	F	NAD83
USGS	05454200	Clear Creek at Oxford, IA	41.71390040	-91.77961890	F	NAD83
USGS	05454220	Clear Creek near Oxford, IA	41.71834550	-91.74017370	S	NAD83
USGS	05454280	Clear Creek near Tiffin, IA	41.69168128	-91.61655970	T	NAD83
USGS	05454300	Clear Creek near Coralville, IA	41.67668186	-91.59878120	F	NAD83
USGS	05454450	Iowa River at Park Road at Iowa City, IA	41.67157190	-91.53377980	5	NAD83
USGS	05454500	Iowa River at Iowa City, IA	41.65668320	-91.54100170	F	NAD83
USGS	05454990	Ralston Creek at Scott Boulevard at Iowa City, IA	41.67402778	-91.48288890	1	NAD83
USGS	05455000	Ralston Creek at Iowa City, IA	41.66390570	-91.51350140	F	NAD83
USGS	05455010	South Branch Ralston Creek at Iowa City, IA	41.65140608	-91.50766750	F	NAD83
USGS	05455012	Ralston Creek at College St at Iowa City, IA	41.65862780	-91.52905700	F	NAD83
USGS	05455014	Ralston Creek at Gilbert St at Iowa City, IA	41.65529450	-91.53044589	F	NAD83
USGS	05455016	Ralston Creek at Benton St at Iowa City, IA	41.65112790	-91.53211250	F	NAD83
USGS	05455017	Ralston Creek at Kirkwood Ave at Iowa City, IA	41.64946126	-91.53322360	F	NAD83
USGS	05455050	Old Mans Creek near Parnell, IA	41.60000970	-91.95017630	F	NAD83
USGS	05455095	Old Mans Creek at Kansas Ave SW near Iowa City, IA	41.60838889	-91.63844440	1	NAD83
USGS	05455100	Old Mans Creek near Iowa City, IA	41.60640518	-91.61572419	F	NAD83
USGS	05455120	Old Mans Creek near Hills, IA	41.56168490	-91.55488820	F	NAD83
USGS	05455130	Old Mans Creek at Hills, IA	41.54335216	-91.54294300	F	NAD83
USGS	05455140	North English River near Montezuma, IA	41.64749834	-92.57129880	F	NAD83
USGS	05455150	North English River near Malcom, IA	41.64916527	-92.55213170	F	NAD83
USGS	05455190	North English River above Guernsey, IA	41.64527840	-92.43546300	F	NAD83
USGS	05455200	North English River near Guernsey, IA	41.64639010	-92.39657360	F	NAD83
USGS	05455210	North English River at Guernsey, IA	41.64500190	-92.35796200	F	NAD83
USGS	05455215	North English River below Guernsey, IA	41.63805816	-92.32879489	F	NAD83
USGS	05455220	North English River near Deep River, IA	41.61222665	-92.25823820	F	NAD83
USGS	05455230	Deep River at Deep River, IA	41.59139226	-92.35518410	F	NAD83
USGS	05455235	Deep River near Deep River, IA	41.59222710	-92.25907150	F	NAD83
USGS	05455240	North English River blw Deep Riv nr Deep River, IA	41.59472729	-92.24462680	F	NAD83
USGS	05455244	North English River near Millersburg, IA	41.60278404	-92.15212500	F	NAD83
USGS	05455248	North English River West of Parnell, IA	41.58889640	-92.08490130	F	NAD83
USGS	05455250	North English River near North English, IA	41.55389768	-92.03434420	F	NAD83
USGS	05455260	Middle English River near North English, IA	41.53806420	-92.06517800	F	NAD83
USGS	05455265	N English R blw Mid English R nr North English, IA	41.53473150	-92.01628800	F	NAD83
USGS	05455270	North English River near Parnell, IA	41.52667657	-91.98767610	F	NAD83
USGS	05455272	N English R abv S English Riv nr North English, IA	41.51778877	-91.94600830	F	NAD83
USGS	05455280	South English River Tributary near Barnes City, IA	41.55278030	-92.47324170	F	NAD83
USGS	05455300	South English River near Barnes City, IA	41.52389230	-92.46574160	F	NAD83
USGS	05455350	South English River Trib No 2 near Montezuma, IA	41.56722470	-92.45046340	F	NAD83
USGS	05455400	South English River near Keswick, IA	41.47028560	-92.25879330	F	NAD83
USGS	05455420	South English River near Webster, IA	41.46778680	-92.14240170	F	NAD83
USGS	05455430	South English River near South English, IA	41.47973180	-92.06489980	F	NAD83
USGS	05455450	South English River near Kinross, IA	41.49556689	-91.94434130	F	NAD83
USGS	05455455	English River blw South English Riv nr Kinross, IA	41.50278957	-91.92128520	F	NAD83
USGS	05455470	English River near Wellman, IA	41.48807019	-91.80267089	F	NAD83
USGS	05455480	Smith Creek near Kalona, IA	41.47834846	-91.78100360	F	NAD83
USGS	05455490	Deer Creek near Kalona, IA	41.49640430	-91.76739220	F	NAD83
USGS	05455500	English River at Kalona, IA	41.46973870	-91.71461290	F	NAD83
USGS	05455550	Bulgers Run near Riverside, IA	41.48390710	-91.62683280	F	NAD83
USGS	05455570	English River at Riverside, IA	41.47557470	-91.58044250	S	NAD83
USGS	05455700	Iowa River near Lone Tree, IA	41.42377778	-91.47852780	1	NAD83
USGS	05457300	Otter Creek near Otranto, IA	43.46663130	-92.96686070	F	NAD83
USGS	05457350	Cedar River at Otranto, IA	43.44996474	-92.98352850	F	NAD83
USGS	05457400	Deer Creek near Meltonville, IA	43.43329550	-93.08353250	F	NAD83
USGS	05457440	Deer Creek near Carpenter, IA	43.41496540	-92.98491870	F	NAD83
USGS	05457450	Deer Creek at Saint Ansgar, IA	43.38329970	-92.96686360	F	NAD83
USGS	05457470	Cedar River at Saint Ansgar, IA	43.37146716	-92.93616840	M	NAD83
USGS	05457500	Cedar River at Mitchell, IA	43.31746940	-92.87936270	F	NAD83
USGS	05457505	Cedar River at Osage, IA	43.28347220	-92.85250000	1	NAD83
USGS	05457520	Cedar River at Lancer Avenue at Osage, IA	43.25372220	-92.81202780	1	NAD83
USGS	05457550	Spring Creek at Orchard, IA	43.22469490	-92.79102800	F	NAD83
USGS	05457600	Rock Creek near Floyd, IA	43.20990835	-92.80958960	F	NAD83
USGS	05457650	Cedar River at Floyd, IA	43.13163910	-92.73463639	F	NAD83
USGS	05457700	Cedar River at Charles City, IA	43.06219456	-92.67388350	1	NAD83
USGS	05457750	Cedar River near Carville, IA	43.00636240	-92.60240870	F	NAD83
USGS	0545776680	Gizzard Creek Tributary near Bassett, IA	43.06691760	-92.57546270	F	NAD83
USGS	05457770	Cedar River at Nashua, IA	42.95553130	-92.53601780	F	NAD83
USGS	05457800	Little Cedar River near Staceyville, IA	43.47246740	-92.77518730	F	NAD83
USGS	05457850	Little Cedar River at Little Cedar, IA	43.38580310	-92.72018770	F	NAD83
USGS	05457900	Little Cedar River at New Haven, IA	43.28441570	-92.65546470	F	NAD83
USGS	05457950	Little Cedar River near Floyd, IA	43.19858365	-92.68741190	F	NAD83
USGS	05457990	Little Cedar River near Bassett, IA	43.06719560	-92.54879490	F	NAD83
USGS	05458000	Little Cedar River near Ionia, IA	43.03328014	-92.50354350	S	NAD83
USGS	05458150	Cedar River near Plainfield, IA	42.84764485	-92.52090700	T	NAD83
USGS	05458300	Cedar River at Waverly, IA	42.73721967	-92.47009000	H	NAD83
USGS	05458400	Quarter Section Run near Denver, IA	42.66414929	-92.39629500	F	NAD83
USGS	05458500	Cedar River at Janesville, IA	42.64831555	-92.46518590	F	NAD83
USGS	05458520	Beaverdam Creek near Clear Lake, IA	43.06190620	-93.37881650	F	NAD83
USGS	05458540	West Branch Beaverdam Creek near Rockwell, IA	42.95663250	-93.26159260	F	NAD83
USGS	05458550	Beaverdam Creek near Rockwell, IA	42.96079928	-93.24187000	F	NAD83
USGS	05458555	East Branch Beaverdam Creek near Rockwell, IA	42.96579958	-93.21714720	F	NAD83
USGS	05458560	Beaverdam Creek near Sheffield, IA	42.93635629	-93.20270210	F	NAD83
USGS	05458570	West Fork Cedar River below Sheffield, IA	42.86941460	-93.13714450	F	NAD83
USGS	05458600	Bailey Creek near Sheffield, IA	42.90774520	-93.27659240	F	NAD83
USGS	05458620	Bailey Creek below Sheffield, IA	42.86302580	-93.14325580	F	NAD83
USGS	05458640	West Fk Cedar River blw Baily Cr nr Sheffield, IA	42.84635980	-93.11353270	F	NAD83
USGS	05458660	West Fork Cedar River near Dumont, IA	42.74497776	-92.76213870	F	NAD83
USGS	05458720	Otter Creek near Hampton, IA	42.80802665	-93.22186850	F	NAD83
USGS	05458750	Otter Creek near Hansell, IA	42.75969510	-93.12186590	F	NAD83
USGS	05458760	Spring Creek near Hansell, IA	42.74747320	-93.12408820	F	NAD83
USGS	05458770	Squaw Creek near Hansell, IA	42.73775127	-93.11158800	F	NAD83
USGS	05458780	Hartgrave Creek near Hansell, IA	42.74164010	-93.08519850	F	NAD83
USGS	05458785	Hartgrave Creek near Dumont, IA	42.73469658	-92.96630740	F	NAD83
USGS	05458790	Boylan Creek near Bristow, IA	42.77386310	-92.93158470	F	NAD83
USGS	05458794	Boylan Creek near Dumont, IA	42.74497495	-92.91964020	F	NAD83
USGS	05458800	Maynes Creek near Hampton, IA	42.68083330	-93.20325000	S	NAD83
USGS	05458820	Maynes Creek near Geneva, IA	42.70108560	-93.12492190	F	NAD83
USGS	05458850	Maynes Creek near Dumont, IA	42.69275310	-92.96714130	F	NAD83
USGS	05458870	Maynes Creek near Kesley, IA	42.69608727	-92.90797400	S	NAD83
USGS	05458875	West Fork Cedar River near Kesley, IA	42.70386518	-92.88908490	F	NAD83
USGS	05458878	West Fork Cedar River near Allison, IA	42.69469946	-92.83880670	F	NAD83
USGS	05458882	Kilson Creek near Allison, IA	42.69331097	-92.81380650	F	NAD83
USGS	05458884	West Fork Cedar River near Parkersburg, IA	42.67470049	-92.79047320	F	NAD83
USGS	05458888	Feddeke Creek near Allison, IA	42.66442360	-92.73186120	F	NAD83
USGS	05458890	West Fork Cedar River near New Albion, IA	42.65636815	-92.73158360	F	NAD83
USGS	05458895	McClure Creek near New Hartford, IA	42.64248047	-92.63658050	F	NAD83
USGS	05458900	West Fork Cedar River at Finchford, IA	42.62942610	-92.54352199	S	NAD83
USGS	05459000	Shell Rock River near Northwood, IA	43.41412460	-93.22075939	F	NAD83
USGS	05459010	Elk Creek at Kensett, IA	43.37162510	-93.21048140	F	NAD83
USGS	05459015	Shell Rock River at Rockford, IA	43.04966667	-92.94175000	1	NAD83
USGS	05459050	Lime Creek near Scarville, IA	43.44689890	-93.57688150	F	NAD83
USGS	05459070	Lime Creek near Lake Mills, IA	43.41551020	-93.59410400	F	NAD83
USGS	05459200	Winnebago River near Forest City, IA	43.29912239	-93.65299370	F	NAD83
USGS	05459250	Winnebago River below Forest City, IA	43.22384480	-93.51409790	F	NAD83
USGS	05459300	Winnebago River near Fertile, IA	43.24690006	-93.43798540	F	NAD83
USGS	05459400	Beaver Creek near Fertile, IA	43.27023308	-93.45826380	F	NAD83
USGS	05459410	Winnebago River at Fertile, IA	43.25662250	-93.39826250	F	NAD83
USGS	05459490	Spring Creek near Mason City, IA	43.21329319	-93.21075940	F	NAD83
USGS	05459500	Winnebago River at Mason City, IA	43.16496176	-93.19270340	F	NAD83
USGS	05459800	Little Lime Creek near Nora Springs, IA	43.10305556	-93.04472220	5	NAD83
USGS	05460100	Willow Creek near Mason City, IA	43.14857108	-93.26881550	F	NAD83
USGS	05460200	Willow Creek at Mason City, IA	43.16273789	-93.23909290	F	NAD83
USGS	05460210	Willow Creek at 1st Street NW at Mason City, IA	43.15273910	-93.21298140	F	NAD83
USGS	05460220	Winnebago River below Mason City, IA	43.14801880	-93.16214720	F	NAD83
USGS	05460300	Winnebago River at Rockford, IA	43.04913660	-92.95825249	F	NAD83
USGS	05460400	Shell Rock River near Rockford, IA	43.00538889	-92.92558330	1	NAD83
USGS	05460500	Shell Rock River at Marble Rock, IA	42.96524895	-92.87102770	F	NAD83
USGS	05461000	Shell Rock River at Greene, IA	42.89525110	-92.80269360	F	NAD83
USGS	05461100	Cold Water Creek near Greene, IA	42.88330646	-92.85019440	F	NAD83
USGS	05461300	Flood Creek near Rockford, IA	43.04997075	-92.85019450	F	NAD83
USGS	05461390	Flood Creek near Powersville, IA	42.90719618	-92.72074720	F	NAD83
USGS	05461400	Flood Creek near Packard, IA	42.88330820	-92.70019110	F	NAD83
USGS	05461500	Shell Rock River near Clarksville, IA	42.79025526	-92.68769140	H	NAD83
USGS	05462000	Shell Rock River at Shell Rock, IA	42.71192450	-92.58296640	F	NAD83
USGS	05462400	Cedar River blw W Fk Cedar River nr Janesville, IA	42.61284357	-92.49479850	1	NAD83
USGS	05462700	Beaver Creek near Ackley, IA	42.56358920	-93.02714370	F	NAD83
USGS	05462750	Beaver Creek Tributary near Aplington, IA	42.57775690	-92.84714170	F	NAD83
USGS	05462770	Beaver Creek near Parkersburg, IA	42.58747930	-92.81047460	F	NAD83
USGS	05462800	South Beaver Creek near Parkersburg, IA	42.55553530	-92.81714170	F	NAD83
USGS	05463000	Beaver Creek at New Hartford, IA	42.57200000	-92.61827780	1	NAD83
USGS	05463050	Cedar River at Cedar Falls, IA	42.53756756	-92.44349290	F	NAD83
USGS	05463080	Black Hawk Creek near Holland, IA	42.37500000	-92.81666670	5	NAD83
USGS	05463090	Black Hawk Creek at Grundy Center, IA	42.36942770	-92.76825490	F	NAD83
USGS	05463100	Black Hawk Creek near Grundy Center, IA	42.36192820	-92.72936530	F	NAD83
USGS	05463110	Black Hawk Creek near Morrison, IA	42.35387320	-92.69047520	F	NAD83
USGS	05463200	Mosquito Creek at Reinbeck, IA	42.32581900	-92.61491750	F	NAD83
USGS	05463300	Black Hawk Creek at Reinbeck, IA	42.33026340	-92.61158400	F	NAD83
USGS	05463320	Black Hawk Creek near Reinbeck, IA	42.35109699	-92.56074870	F	NAD83
USGS	05463400	North Black Hawk Creek at Dike, IA	42.45637220	-92.62186060	F	NAD83
USGS	05463500	Black Hawk Creek at Hudson, IA	42.40776390	-92.46324510	F	NAD83
USGS	05463510	Black Hawk Creek at Waterloo, IA	42.45665250	-92.42268790	S	NAD83
USGS	05464000	Cedar River at Waterloo, IA	42.49554190	-92.33435160	F	NAD83
USGS	05464005	Elk Run near Elk Run Heights, IA	42.48332108	-92.25018270	M	NAD83
USGS	05464010	Poyner Creek near Gilbertville, IA	42.44693286	-92.23268260	M	NAD83
USGS	05464020	Cedar River at Gilbertville, IA	42.41582235	-92.21879370	F	NAD83
USGS	05464025	Miller Creek near Eagle Center, IA	42.30597220	-92.34750000	1	NAD83
USGS	05464030	Indian Creek near Gilbertville, IA	42.41665560	-92.18351490	M	NAD83
USGS	05464050	Miller Creek near La Porte City, IA	42.38776735	-92.24796140	F	NAD83
USGS	05464090	Cedar River near La Porte City, IA	42.33500000	-92.16444440	S	NAD83
USGS	05464100	Wolf Creek near Beaman, IA	42.21304150	-92.78686720	F	NAD83
USGS	05464110	Wolf Creek at Gladbrook, IA	42.18765360	-92.70861540	5	NAD83
USGS	05464125	Unnamed Trib to Fourmile Creek near Gladbrook, IA	42.22809808	-92.65100280	5	NAD83
USGS	05464130	Fourmile Creek near Lincoln, IA	42.22554299	-92.61102920	H	NAD83
USGS	05464133	Halfmile Creek near Gladbrook, IA	42.21109876	-92.61102900	H	NAD83
USGS	05464137	Fourmile Creek near Traer, IA	42.20193276	-92.56241630	H	NAD83
USGS	05464140	Wolf Creek at Traer, IA	42.19851730	-92.46544100	5	NAD83
USGS	05464145	Twelvemile Creek near Traer, IA	42.23054465	-92.46574670	H	NAD83
USGS	05464150	Twelvemile Creek near Buckingham, IA	42.23332289	-92.43352360	F	NAD83
USGS	05464200	Wolf Creek near Buckingham, IA	42.25915695	-92.36185490	H	NAD83
USGS	05464220	Wolf Creek near Dysart, IA	42.25152778	-92.29888890	S	NAD83
USGS	05464227	North Fk Unnamed Creek Trib at Hickory Hill Lake	42.26432416	-92.32099260	S	NAD83
USGS	05464228	West Fk Unnamed Creek Trib near Hickory Hill Lake	42.26426860	-92.32074260	S	NAD83
USGS	05464250	Wolf Creek at La Porte City, IA	42.31582439	-92.19379420	F	NAD83
